BANK-OM-001	4df83b311f	18	9
BANK-OM-002	68ebed4801	18	11
BANK-OM-003	57ee1b3b23	18	5
BANK-OM-004	274f2b79b4	18	9
BANK-OM-005	d983f7c540	0	0
BANK-OM-006	010750c514	0	0
BANK-OM-007	62e39da8be	0	0
BANK-OM-007	7d19c89526	0	0
